dt_refr,fraction_ALIF,thr,alpha,beta,kappa,rho,gamma,FR_target,FR_reg,adam_eps,adam_beta1,adam_beta2,T-Error,T-Wrongs
2,0.5637516949207586,1.0811060612860037,0.8332991477383596,0.3493922142549733,0.7893403273772491,0.9564597339371921,0.1438947468354321,0.05811306713710284,75.421473994106,1.639546520382941e-05,0.9291934064321883,0.8153559426914011,2.6888747342735666,60.12695207433124
2,0.4314874375632482,2.7379337016670546,0.8819855383994113,0.5824573439543833,0.7606841839234603,0.9821287696960017,0.15338269209232086,0.08811346220155925,73.49416939821322,2.5964622351900597e-06,0.9679364849894934,0.8591283858307868,5.6641221136259725,90.16511095212599
3,0.9347793982638668,2.284035094506952,0.5401690011359365,0.4031963249052709,0.39585947148658474,0.9978562165411263,0.14425449101887983,0.03888900275127444,74.36715080895333,4.4853504327041695e-05,0.9424867970312231,0.8166887549488225,2.1434649228860616,55.20024125601777
3,0.3089285523565351,2.138096237269351,0.5910665212830151,1.0291272004715384,0.17385237618867094,0.9183377156431738,0.7876858739324079,0.006766754401165577,198.1838981754422,6.674014387328978e-05,0.9790828056350631,0.9272382702685875,3.560530878911443,78.63323034180875
3,0.4963106246238574,2.9855465506306915,0.5514289387369171,0.18297977038465393,0.35944883731121813,0.9463040893297382,0.583111936387039,0.08133726210408794,83.84731718502604,7.39030177636452e-05,0.8347596717741541,0.8657471702539736,2.4992282625926228,66.2042205260718
4,0.25217431872030255,2.197159533028529,0.9115205383227529,2.222625323226507,0.4626489225520981,0.9224776250758886,0.8026143085755326,0.007730034115698405,15.516158412122397,3.045720111793944e-06,0.9160336700226104,0.9267724403947906,2.5906203130215344,63.48363189640606
3,0.8184692441233206,2.6629035526011453,0.5317107355185313,1.8183699578866825,0.12684424935561706,0.9724618513557708,0.2301434896035714,0.06165516050793787,135.23251275433296,1.6959770341781243e-06,0.9080605322871896,0.8352323922858503,2.6903222272568943,67.24062635423553
3,0.8201057201865107,2.8996996544412155,0.7724916887653834,2.075571791424623,0.676207832162555,0.9906335863691408,0.2877301179504896,0.07019603794130565,103.12192239715611,5.062710579198418e-05,0.9855663501715147,0.8789563749623306,2.873138904560259,70.52944467076541
3,0.5311993008917741,1.3836018291975427,0.8346451567618711,2.1086323699379554,0.33530122637926457,0.9322711127451975,0.12046271532390418,0.013348783462097617,86.51931595756179,1.575742038682513e-05,0.846215814595479,0.8776754435063506,2.308586579521487,60.18358868355121
2,0.49301097525839044,2.5996950633130025,0.8481192556385699,0.03274261039646121,0.7402290077035953,0.9898171328338332,0.5298415856521614,0.07048854827641254,133.45610961032887,3.574515985558789e-05,0.9090860868864357,0.9504717613191749,1.9298840165009055,55.47539869574033
3,0.5476978473696057,2.8213262393691836,0.96823988761077,0.7504264181542198,0.4813335026234493,0.9520627422111572,0.10890172648903619,0.0156572361684886,121.79572536108256,1.8616032893907727e-05,0.941165714039471,0.9693929236263565,2.3688167699461182,61.40132267256584
4,0.6377636922925102,1.6658698950104993,0.9090240207794713,1.2743213091314383,0.13109463011918604,0.9924454385176245,0.6120986780912122,0.09246847355442722,106.35137729642403,4.540765588276147e-05,0.8800336298508061,0.903763679478734,2.4798878073339834,65.73936774671853
3,0.30428810478849894,2.7202572318232106,0.739879750540406,1.2101330462763105,0.34166100056862364,0.9373911521711814,0.36287465137270813,0.07944701648835531,57.16456334410028,9.502060582561067e-05,0.939239713229717,0.8446715687783022,2.387221376022042,62.87867763639312
3,0.5578690264447006,1.9346558393590836,0.9028513630526027,1.0030075377052636,0.2451268532838831,0.957682669690209,0.12387644642476311,0.08330819651731425,138.36980213056597,7.064379623582258e-05,0.8066225771900232,0.9057610280804916,2.200949669489571,61.0832047012158
2,0.4967446874740661,2.6100472219122084,0.7418197511998718,1.8361186900445146,0.8827051662732764,0.9227485153364084,0.9605405758385505,0.017749192003837004,188.14330493897788,4.239887595470135e-05,0.9688917088815402,0.8425093946148845,2.4661266803339132,59.30959260740493
3,0.6049726618601969,1.8111709745247297,0.9828709159244302,0.6804038647623499,0.40115657526854764,0.9442762136913623,0.219412120786458,0.09572792124603502,170.0316111006475,4.069554233347786e-05,0.8385881982467939,0.8092474985769392,2.2564082186406225,61.79359295413587
2,0.46127352103011776,2.422813101452258,0.522441046596577,1.4054946227552203,0.4285045771576088,0.9654234860107693,0.7948948434314327,0.04923130862899853,69.34851055406651,6.829205322801514e-05,0.9841140935214167,0.9874577253164301,2.1408911969584534,55.53354466496562
3,0.36830286092570697,1.7948957015407854,0.9706257004231893,1.73637785524582,0.32805208981766715,0.9955691881003315,0.5165442802674732,0.0854352492463305,88.87988116157747,7.191013627968984e-05,0.95270198752254,0.9221081056489648,2.515341166998844,66.55321402456669
3,0.21429912901529413,1.8748431128183096,0.7584196938300438,2.246901610733132,0.18241286795898584,0.9610159029843269,0.3411738975745562,0.08857209798343596,161.00177623072292,1.4640542303648735e-05,0.8489536563064441,0.9182618088085456,2.2497338590989964,61.4818961154153
3,0.8136709294982216,1.4434200978283607,0.634327394430604,1.8210268186622705,0.7970145563184655,0.9879177159564512,0.15381400986626836,0.09395429902282036,27.228216908590593,7.088399525689378e-05,0.9183695722402095,0.9509144609382776,4.8331931573037,97.1508910818601
3,0.31495167049261447,1.0062012071002575,0.9593061942466204,1.019146997007738,0.4241707321386894,0.9131860859410426,0.397159685518088,0.018824869932868523,164.98076833159138,6.9116110163197e-05,0.8650756820390537,0.8477419579796928,2.6036347071559565,66.22412736692864
3,0.9851098480019935,1.0549216796004286,0.8332426928896874,0.015607553826700597,0.12367184372510522,0.926789705493315,0.36126660982327286,0.06226087661421529,183.3060992587458,8.743934097942194e-05,0.8162173708369009,0.8399092415997829,2.1875989859040135,58.342254391603724
3,0.5693726770795263,2.9761376637514507,0.9544982513404496,2.4369005303142997,0.21762718317450472,0.9429207449060668,0.9348022423413666,0.031784375370888615,77.13223996348208,2.281624478837516e-05,0.9371614177839542,0.9171712993107229,2.2703584654440387,63.17946462634836
3,0.5904743121623857,1.0172532309720632,0.7398444860868655,1.755527181889929,0.8270085668042946,0.9507362174924362,0.6739980064189534,0.09920884260318603,144.11102042700793,4.961822475551285e-05,0.8423050029596636,0.9612161364227064,2.3050942301018704,59.62182468533774
3,0.8823345410593602,1.65402095203439,0.63568152310439,0.18397938306617653,0.5702242042042176,0.9631719068463565,0.417652364005908,0.05376128853308618,79.50976331755899,2.998451546999376e-06,0.8522165508092999,0.9738711150089708,2.062495394692589,57.73292850983984
3,0.8946389510596524,1.8609241845022884,0.5659410583632255,2.1892973610877693,0.24184021557563942,0.9581215985786088,0.9635721239773768,0.08310971701346553,160.25249468881347,2.540436948647482e-05,0.94415092087003,0.8076937845339911,2.3396873531592624,61.87607434641274
3,0.3154647927392485,2.800088993669981,0.9894194561617613,1.0650373941465288,0.5833347250759051,0.9365702712196395,0.16661635051150392,0.07945526326470419,101.84360600347398,5.696770198927037e-05,0.969122667505968,0.8306508688399846,5.027781257590412,98.39012985076097
2,0.46505583084712754,2.186432064555474,0.8460902298265403,0.254318203664363,0.15183876201197608,0.9203761727931614,0.9481689964005018,0.013763164445201995,73.01596867264185,9.077947770028338e-05,0.9674327955092183,0.8219809173863006,2.6628715593901644,63.58874170156527
3,0.9156009960062528,1.2059804555995826,0.508835117245611,2.35751285799347,0.34570645121622645,0.9686255636343086,0.6153483292169545,0.09292760540096168,147.38916561616057,5.945334411449911e-06,0.955119398341072,0.8657380768050593,2.9537212600239107,72.36753451925622
3,0.6228975916348942,2.496996433450736,0.7238073881874477,1.3163105537137176,0.5447013667933941,0.9419447007148596,0.5440011883163841,0.061648864959846034,60.68938459019931,3.820845144856083e-05,0.9038165571611531,0.9092752751575485,2.3168986615019262,61.45292285628566
2,0.96025778871956,1.8858770627917543,0.7883822783134169,0.19486935791465854,0.7474040833599984,0.9931062718831024,0.16221498620012437,0.039488507530342554,111.98212739524267,4.18110480440837e-05,0.9136129049202587,0.8151045622370631,1.7541282304161943,51.40116303252178
2,0.5483205727827621,2.0734371320976583,0.6968811471595108,0.0,0.5199649709085596,0.9862264199640354,0.40558376090194614,0.05713278192638352,76.37421039083436,6.610529641626112e-05,0.9249434275315475,0.9386023577265202,1.8957309517898016,54.405690826564104
2,0.6877430927877276,2.182912678460054,0.567854035193951,0.9005870986037666,0.9,0.9450403529644477,0.22909399543580639,0.03826886099774876,159.61447895132827,1.9400819863874243e-05,0.9518445963220363,0.9581592433015083,1.9762279652581116,51.19565055454584
2,0.6267394248846798,2.084325365226313,0.5905128253002915,0.6341550125653211,0.1,0.9620761146094297,0.1548950942800058,0.03729193207577676,74.50288486987168,3.381171265078144e-05,0.9565404233621553,0.8,2.440590330088386,63.26416879905812
3,0.9826865341508915,1.2204654896299392,0.5499614833630813,0.7971522406563618,0.9,0.9272638459410122,0.2227920095112274,0.03861055122914003,127.89095517374662,2.0732600116385216e-05,0.9480767118929829,0.9476354287029001,2.3153067396290794,59.796671393885134
2,0.6715350850285378,2.6934217351429157,0.7002544811902064,0.733839231292457,0.8975492592054305,0.9228609386804091,0.2231239508842529,0.03867945199053881,2.4622959934823907,2.766976228406174e-05,0.9466925451261079,0.9312715749893343,2.355772996452974,60.506393729965026
2,0.6333771159724304,2.8456519370024544,0.8644359464608984,0.06829671983229738,0.8961560281581749,0.9817033438678053,0.22536811486426064,0.03853897047241451,166.23948865699245,7.873410053870713e-05,0.9488700437454635,0.9464399903765908,3.0065673123012058,63.05003779472575
3,0.9864812492386184,2.7677444810987883,0.9286323266484781,0.0,0.9,0.9234946898761879,0.12660244552378383,0.04100240836178779,194.61438529904896,1e-09,0.8764460462199624,0.8797197459073963,2.6865367456530604,63.81071106618311
2,0.792053427222746,1.0,0.5111460681949076,0.879786512157561,0.4925796286250099,0.9387616682759348,0.46732341255920706,0.048361161870992944,194.35536658580315,9.797719377712703e-06,0.9767235992111496,0.8709814380627585,2.205773851837991,57.651082044090444
